Sc_1 ; 43.97
Sc_2 ; 40.89
Sc_3 ; 55.01
Sc_4 ; 70.36
Sc_5 ; 63.93
Sc_6 ; 7.39
Sc_7 ; 6.72
Sc_8 ; 76.44
Sc_9 ; 74.54
Sc_10 ; 63.42
Sc_11 ; 66.04
Sc_12 ; 58.33
Sc_13 ; 61.71
Sc_14 ; 59.20
Sc_15 ; 57.74
Sc_16 ; 55.14
Sc_17 ; 42.72
Sc_18 ; 2.49
Sc_19 ; 64.69
Sc_20 ; 80.05
Sc_21 ; 74.85
Sc_22 ; 84.63
Sc_23 ; 71.77
Sc_24 ; 74.94
Sc_25 ; 72.46
Sc_26 ; 75.40
Sc_27 ; 67.78
Sc_28 ; 80.84
Sc_29 ; 77.59
Sc_30 ; 62.65
Sc_31 ; 66.17
Sc_32 ; 59.63
Sc_33 ; 30.12
Sc_34 ; 77.63
Sc_35 ; 79.25
Sc_36 ; 75.05
Sc_37 ; 89.42
Sc_38 ; 92.48
Sc_39 ; 94.18
Sc_40 ; 93.97
Sc_41 ; 91.76
Sc_42 ; 83.34
Sc_43 ; 92.81
Sc_44 ; 89.49
Sc_45 ; 91.77
Sc_46 ; 91.69
Sc_47 ; 76.41
Sc_48 ; 77.79
Sc_49 ; 81.80
Sc_50 ; 72.45
Sc_51 ; 79.47
Sc_52 ; 73.46
Sc_53 ; 93.53
Sc_54 ; 95.90
Sc_55 ; 65.39
Sc_56 ; 75.97
Sc_57 ; 69.88
Sc_58 ; 63.75
Sc_59 ; 95.32
Sc_60 ; 94.81
Sc_61 ; 92.39
Sc_62 ; 65.46
Sc_63 ; 81.70
Sc_64 ; 87.20
Sc_65 ; 96.38
Sc_66 ; 80.61
Sc_67 ; 73.05
Sc_68 ; 64.33
Sc_69 ; 70.12
Sc_70 ; 71.64
Sc_71 ; 4.68
Sc_72 ; 5.02
Sc_73 ; 4.88
Sc_74 ; 6.26
Sc_75 ; 8.46
Sc_76 ; 10.39
Sc_77 ; 23.83
